Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g013358	GCF_000167875:NZ_AAJW02000042.1:36039-37712	GCF_000167875:DFDALBME_01031	putative autotransporter		
g013359	GCF_000167875:NZ_AAJW02000042.1:3856-4371	GCF_000167875:DFDALBME_00998	S-ribosylhomocysteine lyase	4.4.1.21	
g013360	GCF_000167875:NZ_AAJW02000043.1:14439-14158	GCF_000167875:DFDALBME_00968	Peptidyl-prolyl cis-trans isomerase C	5.2.1.8	
g013361	GCF_000167875:NZ_AAJW02000043.1:15087-14638	GCF_000167875:DFDALBME_00969	hypothetical protein		
g013362	GCF_000167875:NZ_AAJW02000045.1:16391-16936	GCF_000167875:DFDALBME_00910	Protein Syd		
g013363	GCF_000167875:NZ_AAJW02000045.1:18687-19136	GCF_000167875:DFDALBME_00913	putative protein		
g013364	GCF_000167875:NZ_AAJW02000045.1:30332-30580	GCF_000167875:DFDALBME_00920	Antitoxin MazE		
g013365	GCF_000167875:NZ_AAJW02000045.1:8658-9806	GCF_000167875:DFDALBME_00904	Lactaldehyde reductase	1.1.1.77	
g013366	GCF_000167875:NZ_AAJW02000046.1:12209-13012	GCF_000167875:DFDALBME_00874	putative E3 ubiquitin-protein ligase ipaH7.8	2.3.2.27	
g013367	GCF_000167875:NZ_AAJW02000046.1:13199-13324	GCF_000167875:DFDALBME_00875	hypothetical protein		
g013368	GCF_000167875:NZ_AAJW02000046.1:14142-15281	GCF_000167875:DFDALBME_00876	putative E3 ubiquitin-protein ligase ipaH4.5	2.3.2.27	
g013369	GCF_000167875:NZ_AAJW02000046.1:22242-24254	GCF_000167875:DFDALBME_00885	Flagellin		
g013370	GCF_000167875:NZ_AAJW02000046.1:28548-29204	GCF_000167875:DFDALBME_00891	Arginine transport ATP-binding protein ArtM		
g013371	GCF_000167875:NZ_AAJW02000046.1:592-41	GCF_000167875:DFDALBME_00859	Transcriptional regulatory protein RcsA		
g013372	GCF_000167875:NZ_AAJW02000047.1:107-286	GCF_000167875:DFDALBME_00831	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	2.7.1.148	
g013373	GCF_000167875:NZ_AAJW02000047.1:17128-16760	GCF_000167875:DFDALBME_00843	hypothetical protein		
g013374	GCF_000167875:NZ_AAJW02000047.1:31960-32340	GCF_000167875:DFDALBME_00858	Hemolysin E, chromosomal		
g013375	GCF_000167875:NZ_AAJW02000048.1:16493-15723	GCF_000167875:DFDALBME_00815	N-acetylmuramic acid 6-phosphate etherase	4.2.1.126	
g013376	GCF_000167875:NZ_AAJW02000048.1:9-815	GCF_000167875:DFDALBME_00799	Lactaldehyde reductase	1.1.1.77	
g013377	GCF_000167875:NZ_AAJW02000049.1:79-1002	GCF_000167875:DFDALBME_00773	Protein translocase subunit SecA		
g013378	GCF_000167875:NZ_AAJW02000050.1:1004-1525	GCF_000167875:DFDALBME_00739	hypothetical protein		
g013379	GCF_000167875:NZ_AAJW02000050.1:1522-2583	GCF_000167875:DFDALBME_00740	hypothetical protein		
g013380	GCF_000167875:NZ_AAJW02000050.1:162-878	GCF_000167875:DFDALBME_00738	hypothetical protein		
g013381	GCF_000167875:NZ_AAJW02000050.1:20351-19809	GCF_000167875:DFDALBME_00759	hypothetical protein		
g013382	GCF_000167875:NZ_AAJW02000050.1:21841-21626	GCF_000167875:DFDALBME_00761	DNA damage-inducible protein I		
g013383	GCF_000167875:NZ_AAJW02000050.1:26305-24644	GCF_000167875:DFDALBME_00768	DNA repair protein RecN		
g013384	GCF_000167875:NZ_AAJW02000050.1:27269-26391	GCF_000167875:DFDALBME_00769	NAD kinase	2.7.1.23	
g013385	GCF_000167875:NZ_AAJW02000050.1:30042-29347	GCF_000167875:DFDALBME_00772	Inner membrane protein YpjD		
g013386	GCF_000167875:NZ_AAJW02000050.1:5317-5526	GCF_000167875:DFDALBME_00746	hypothetical protein		
g013387	GCF_000167875:NZ_AAJW02000051.1:2789-2151	GCF_000167875:DFDALBME_00711	Leucine efflux protein		
g013388	GCF_000167875:NZ_AAJW02000051.1:29051-28506	GCF_000167875:DFDALBME_00737	23S rRNA (guanine(745)-N(1))-methyltransferase	2.1.1.187	
g013389	GCF_000167875:NZ_AAJW02000052.1:14681-15463	GCF_000167875:DFDALBME_00696	putative transcriptional regulatory protein YedW		
g013390	GCF_000167875:NZ_AAJW02000052.1:2717-6190	GCF_000167875:DFDALBME_00686	hypothetical protein		
g013391	GCF_000167875:NZ_AAJW02000052.1:8833-9393	GCF_000167875:DFDALBME_00690	hypothetical protein		
g013392	GCF_000167875:NZ_AAJW02000052.1:9575-10144	GCF_000167875:DFDALBME_00691	Effector protein NleF		
g013393	GCF_000167875:NZ_AAJW02000053.1:13385-13549	GCF_000167875:DFDALBME_00661	hypothetical protein		
g013394	GCF_000167875:NZ_AAJW02000053.1:17857-18351	GCF_000167875:DFDALBME_00667	hypothetical protein		
g013395	GCF_000167875:NZ_AAJW02000053.1:19865-20428	GCF_000167875:DFDALBME_00671	hypothetical protein		
g013396	GCF_000167875:NZ_AAJW02000053.1:20922-21497	GCF_000167875:DFDALBME_00673	hypothetical protein		
g013397	GCF_000167875:NZ_AAJW02000053.1:27053-27322	GCF_000167875:DFDALBME_00680	hypothetical protein		
g013398	GCF_000167875:NZ_AAJW02000053.1:2815-2603	GCF_000167875:DFDALBME_00644	hypothetical protein		
g013399	GCF_000167875:NZ_AAJW02000053.1:3171-2812	GCF_000167875:DFDALBME_00645	hypothetical protein		
g013400	GCF_000167875:NZ_AAJW02000053.1:3917-3168	GCF_000167875:DFDALBME_00646	hypothetical protein		
g013401	GCF_000167875:NZ_AAJW02000053.1:5828-5613	GCF_000167875:DFDALBME_00650	hypothetical protein		
g013402	GCF_000167875:NZ_AAJW02000053.1:6564-6373	GCF_000167875:DFDALBME_00652	hypothetical protein		
g013403	GCF_000167875:NZ_AAJW02000053.1:6752-6561	GCF_000167875:DFDALBME_00653	hypothetical protein		
g013404	GCF_000167875:NZ_AAJW02000053.1:7164-6754	GCF_000167875:DFDALBME_00654	hypothetical protein		
g013405	GCF_000167875:NZ_AAJW02000053.1:765-556	GCF_000167875:DFDALBME_00639	hypothetical protein		
g013406	GCF_000167875:NZ_AAJW02000053.1:8001-7309	GCF_000167875:DFDALBME_00655	putative HTH-type transcriptional regulator		
g013407	GCF_000167875:NZ_AAJW02000053.1:8121-8408	GCF_000167875:DFDALBME_00656	hypothetical protein		
g013408	GCF_000167875:NZ_AAJW02000053.1:8371-8679	GCF_000167875:DFDALBME_00657	hypothetical protein		
g013409	GCF_000167875:NZ_AAJW02000054.1:10586-11650	GCF_000167875:DFDALBME_00616	Modification methylase DpnIIB	2.1.1.72	
g013410	GCF_000167875:NZ_AAJW02000054.1:11758-12018	GCF_000167875:DFDALBME_00617	hypothetical protein		
g013411	GCF_000167875:NZ_AAJW02000054.1:12079-12453	GCF_000167875:DFDALBME_00618	hypothetical protein		
g013412	GCF_000167875:NZ_AAJW02000054.1:12761-13192	GCF_000167875:DFDALBME_00619	hypothetical protein		
g013413	GCF_000167875:NZ_AAJW02000054.1:13523-13005	GCF_000167875:DFDALBME_00620	hypothetical protein		
g013414	GCF_000167875:NZ_AAJW02000054.1:13764-14660	GCF_000167875:DFDALBME_00621	putative 9-O-acetyl-N-acetylneuraminic acid deacetylase	3.1.1.-	
g013415	GCF_000167875:NZ_AAJW02000054.1:14701-15615	GCF_000167875:DFDALBME_00622	putative 9-O-acetyl-N-acetylneuraminic acid deacetylase	3.1.1.-	
g013416	GCF_000167875:NZ_AAJW02000054.1:17846-18070	GCF_000167875:DFDALBME_00627	hypothetical protein		
g013417	GCF_000167875:NZ_AAJW02000054.1:1971-2198	GCF_000167875:DFDALBME_00600	hypothetical protein		
g013418	GCF_000167875:NZ_AAJW02000054.1:2195-2620	GCF_000167875:DFDALBME_00601	hypothetical protein		
g013419	GCF_000167875:NZ_AAJW02000054.1:23798-25162	GCF_000167875:DFDALBME_00634	hypothetical protein		
g013420	GCF_000167875:NZ_AAJW02000054.1:25159-26382	GCF_000167875:DFDALBME_00635	hypothetical protein		
g013421	GCF_000167875:NZ_AAJW02000054.1:26813-27064	GCF_000167875:DFDALBME_00637	hypothetical protein		
g013422	GCF_000167875:NZ_AAJW02000054.1:27061-27507	GCF_000167875:DFDALBME_00638	hypothetical protein		
g013423	GCF_000167875:NZ_AAJW02000054.1:5156-5512	GCF_000167875:DFDALBME_00606	hypothetical protein		
g013424	GCF_000167875:NZ_AAJW02000056.1:14615-13779	GCF_000167875:DFDALBME_00558	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	5.3.1.17	
g013425	GCF_000167875:NZ_AAJW02000056.1:19795-20277	GCF_000167875:DFDALBME_00564	hypothetical protein		
g013426	GCF_000167875:NZ_AAJW02000057.1:10135-9155	GCF_000167875:DFDALBME_00528	hypothetical protein		
g013427	GCF_000167875:NZ_AAJW02000057.1:10581-10312	GCF_000167875:DFDALBME_00529	hypothetical protein		
g013428	GCF_000167875:NZ_AAJW02000057.1:12584-11961	GCF_000167875:DFDALBME_00531	Attachment invasion locus protein		
g013429	GCF_000167875:NZ_AAJW02000057.1:16132-12653	GCF_000167875:DFDALBME_00532	hypothetical protein		
g013430	GCF_000167875:NZ_AAJW02000057.1:19014-18316	GCF_000167875:DFDALBME_00536	hypothetical protein		
g013431	GCF_000167875:NZ_AAJW02000057.1:19905-19348	GCF_000167875:DFDALBME_00538	hypothetical protein		
g013432	GCF_000167875:NZ_AAJW02000057.1:2283-3404	GCF_000167875:DFDALBME_00522	50S ribosomal protein L16 3-hydroxylase	1.14.11.47	
g013433	GCF_000167875:NZ_AAJW02000057.1:7376-8737	GCF_000167875:DFDALBME_00526	hypothetical protein		
g013434	GCF_000167875:NZ_AAJW02000057.1:9161-8928	GCF_000167875:DFDALBME_00527	hypothetical protein		
g013435	GCF_000167875:NZ_AAJW02000058.1:1316-1188	GCF_000167875:DFDALBME_00495	hypothetical protein		
g013436	GCF_000167875:NZ_AAJW02000058.1:14188-14454	GCF_000167875:DFDALBME_00512	Propanediol utilization protein PduV		
g013437	GCF_000167875:NZ_AAJW02000058.1:1873-2790	GCF_000167875:DFDALBME_00496	hypothetical protein		
g013438	GCF_000167875:NZ_AAJW02000058.1:22105-21227	GCF_000167875:DFDALBME_00520	Low-affinity putrescine importer PlaP		
g013439	GCF_000167875:NZ_AAJW02000058.1:9510-9623	GCF_000167875:DFDALBME_00504	hypothetical protein		
g013440	GCF_000167875:NZ_AAJW02000059.1:20036-18561	GCF_000167875:DFDALBME_00492	hypothetical protein		
g013441	GCF_000167875:NZ_AAJW02000059.1:38-226	GCF_000167875:DFDALBME_00474	Zinc/cadmium/lead-transporting P-type ATPase	3.6.3.-	
g013442	GCF_000167875:NZ_AAJW02000059.1:794-1459	GCF_000167875:DFDALBME_00476	Queuosine precursor transporter		
g013443	GCF_000167875:NZ_AAJW02000060.1:7565-6462	GCF_000167875:DFDALBME_00459	Inner membrane amino-acid ABC transporter permease protein YhdY		
g013444	GCF_000167875:NZ_AAJW02000061.1:2305-2592	GCF_000167875:DFDALBME_00422	30S ribosomal protein S14		
g013445	GCF_000167875:NZ_AAJW02000062.1:12023-12277	GCF_000167875:DFDALBME_00406	UDP-glucose 4-epimerase	5.1.3.2	
g013446	GCF_000167875:NZ_AAJW02000062.1:12428-12736	GCF_000167875:DFDALBME_00407	UDP-N-acetylglucosamine 4-epimerase	5.1.3.7	
g013447	GCF_000167875:NZ_AAJW02000062.1:14140-14340	GCF_000167875:DFDALBME_00410	hypothetical protein		
g013448	GCF_000167875:NZ_AAJW02000062.1:17170-15764	GCF_000167875:DFDALBME_00412	6-phosphogluconate dehydrogenase, decarboxylating	1.1.1.44	
g013449	GCF_000167875:NZ_AAJW02000062.1:19829-19341	GCF_000167875:DFDALBME_00415	hypothetical protein		
g013450	GCF_000167875:NZ_AAJW02000062.1:2818-2564	GCF_000167875:DFDALBME_00395	Toxin YoeB	3.1.-.-	
g013451	GCF_000167875:NZ_AAJW02000062.1:4451-5755	GCF_000167875:DFDALBME_00398	Histidinol dehydrogenase	1.1.1.23	
g013452	GCF_000167875:NZ_AAJW02000062.1:5752-6831	GCF_000167875:DFDALBME_00399	Histidinol-phosphate aminotransferase	2.6.1.9	
g013453	GCF_000167875:NZ_AAJW02000062.1:7895-8485	GCF_000167875:DFDALBME_00401	Imidazole glycerol phosphate synthase subunit HisH	2.4.2.-	
g013454	GCF_000167875:NZ_AAJW02000062.1:9204-9980	GCF_000167875:DFDALBME_00403	Imidazole glycerol phosphate synthase subunit HisF	4.1.3.-	
g013455	GCF_000167875:NZ_AAJW02000062.1:9974-10585	GCF_000167875:DFDALBME_00404	Phosphoribosyl-AMP cyclohydrolase	3.5.4.19	
g013456	GCF_000167875:NZ_AAJW02000063.1:10647-10342	GCF_000167875:DFDALBME_00382	Putative monooxygenase YdhR	1.-.-.-	
g013457	GCF_000167875:NZ_AAJW02000063.1:1566-235	GCF_000167875:DFDALBME_00373	Pyruvate kinase I	2.7.1.40	
g013458	GCF_000167875:NZ_AAJW02000063.1:18723-18478	GCF_000167875:DFDALBME_00391	HTH-type transcriptional repressor PurR		
g013459	GCF_000167875:NZ_AAJW02000063.1:18851-18690	GCF_000167875:DFDALBME_00392	D-alanine--D-alanine ligase A	6.3.2.4	
g013460	GCF_000167875:NZ_AAJW02000063.1:5632-6270	GCF_000167875:DFDALBME_00377	putative protein YdhW		
g013461	GCF_000167875:NZ_AAJW02000064.1:10679-11098	GCF_000167875:DFDALBME_00365	D-ribose pyranase	5.4.99.62	
g013462	GCF_000167875:NZ_AAJW02000064.1:13606-14496	GCF_000167875:DFDALBME_00368	Ribose import binding protein RbsB		
g013463	GCF_000167875:NZ_AAJW02000064.1:4481-4771	GCF_000167875:DFDALBME_00360	Aspartate--ammonia ligase	6.3.1.1	
g013464	GCF_000167875:NZ_AAJW02000065.1:10920-10501	GCF_000167875:DFDALBME_00346	hypothetical protein		
g013465	GCF_000167875:NZ_AAJW02000065.1:11337-10945	GCF_000167875:DFDALBME_00347	hypothetical protein		
g013466	GCF_000167875:NZ_AAJW02000065.1:2988-2245	GCF_000167875:DFDALBME_00338	Adenosylcobinamide-GDP ribazoletransferase	2.7.8.26	
g013467	GCF_000167875:NZ_AAJW02000065.1:5841-5110	GCF_000167875:DFDALBME_00340	hypothetical protein		
g013468	GCF_000167875:NZ_AAJW02000065.1:6224-7054	GCF_000167875:DFDALBME_00342	Phosphotriesterase homology protein		
g013469	GCF_000167875:NZ_AAJW02000065.1:8564-7941	GCF_000167875:DFDALBME_00343	hypothetical protein		
g013470	GCF_000167875:NZ_AAJW02000065.1:9781-9377	GCF_000167875:DFDALBME_00344	hypothetical protein		
g013471	GCF_000167875:NZ_AAJW02000065.1:9967-10446	GCF_000167875:DFDALBME_00345	hypothetical protein		
g013472	GCF_000167875:NZ_AAJW02000066.1:10373-10939	GCF_000167875:DFDALBME_00326	hypothetical protein		
g013473	GCF_000167875:NZ_AAJW02000066.1:16254-16679	GCF_000167875:DFDALBME_00333	hypothetical protein		
g013474	GCF_000167875:NZ_AAJW02000066.1:2348-3520	GCF_000167875:DFDALBME_00311	putative 9-O-acetyl-N-acetylneuraminic acid deacetylase	3.1.1.-	
g013475	GCF_000167875:NZ_AAJW02000066.1:4573-4917	GCF_000167875:DFDALBME_00314	putative protein YdfR		
g013476	GCF_000167875:NZ_AAJW02000066.1:52-1128	GCF_000167875:DFDALBME_00310	Modification methylase DpnIIB	2.1.1.72	
g013477	GCF_000167875:NZ_AAJW02000066.1:7567-7707	GCF_000167875:DFDALBME_00320	hypothetical protein		
g013478	GCF_000167875:NZ_AAJW02000066.1:7930-8019	GCF_000167875:DFDALBME_00321	hypothetical protein		
g013479	GCF_000167875:NZ_AAJW02000066.1:9279-9830	GCF_000167875:DFDALBME_00324	hypothetical protein		
g013480	GCF_000167875:NZ_AAJW02000067.1:13255-12989	GCF_000167875:DFDALBME_00306	putative two-component-system connector protein AriR		
g013481	GCF_000167875:NZ_AAJW02000068.1:16150-15968	GCF_000167875:DFDALBME_00289	hypothetical protein		
g013482	GCF_000167875:NZ_AAJW02000069.1:12534-15107	GCF_000167875:DFDALBME_00277	Chaperone protein ClpB		
g013483	GCF_000167875:NZ_AAJW02000069.1:2864-2601	GCF_000167875:DFDALBME_00265	Outer membrane protein Omp38		
g013484	GCF_000167875:NZ_AAJW02000069.1:3082-2834	GCF_000167875:DFDALBME_00266	hypothetical protein		
g013485	GCF_000167875:NZ_AAJW02000069.1:45-386	GCF_000167875:DFDALBME_00260	Signal recognition particle protein		
g013486	GCF_000167875:NZ_AAJW02000070.1:12019-10358	GCF_000167875:DFDALBME_00255	hypothetical protein		
g013487	GCF_000167875:NZ_AAJW02000070.1:13720-13382	GCF_000167875:DFDALBME_00259	hypothetical protein		
g013488	GCF_000167875:NZ_AAJW02000071.1:12028-11801	GCF_000167875:DFDALBME_00245	Flavodoxin 1		
g013489	GCF_000167875:NZ_AAJW02000072.1:10913-11464	GCF_000167875:DFDALBME_00233	hypothetical protein		
g013490	GCF_000167875:NZ_AAJW02000072.1:2184-2465	GCF_000167875:DFDALBME_00221	hypothetical protein		
g013491	GCF_000167875:NZ_AAJW02000072.1:4791-5081	GCF_000167875:DFDALBME_00225	hypothetical protein		
g013492	GCF_000167875:NZ_AAJW02000072.1:5053-5562	GCF_000167875:DFDALBME_00226	hypothetical protein		
g013493	GCF_000167875:NZ_AAJW02000072.1:5578-6003	GCF_000167875:DFDALBME_00227	hypothetical protein		
g013494	GCF_000167875:NZ_AAJW02000072.1:6157-6843	GCF_000167875:DFDALBME_00228	Epoxyqueuosine reductase QueH	1.17.99.6	
g013495	GCF_000167875:NZ_AAJW02000072.1:7022-8146	GCF_000167875:DFDALBME_00229	putative BsuMI modification methylase subunit YdiO	2.1.1.37	
g013496	GCF_000167875:NZ_AAJW02000072.1:8160-9038	GCF_000167875:DFDALBME_00230	Type-2 restriction enzyme NgoMIV	3.1.21.4	
g013497	GCF_000167875:NZ_AAJW02000072.1:9483-10532	GCF_000167875:DFDALBME_00231	hypothetical protein		
g013498	GCF_000167875:NZ_AAJW02000073.1:11242-10196	GCF_000167875:DFDALBME_00214	putative fimbrial-like protein ElfG		
g013499	GCF_000167875:NZ_AAJW02000073.1:7911-7294	GCF_000167875:DFDALBME_00209	Dihydroorotate dehydrogenase (quinone)	1.3.5.2	
g013500	GCF_000167875:NZ_AAJW02000073.1:8305-7889	GCF_000167875:DFDALBME_00210	Dihydroorotate dehydrogenase (quinone)	1.3.5.2	
g013501	GCF_000167875:NZ_AAJW02000073.1:9105-8416	GCF_000167875:DFDALBME_00211	putative fimbrial chaperone YcbF		
g013502	GCF_000167875:NZ_AAJW02000075.1:2065-2637	GCF_000167875:DFDALBME_00191	hypothetical protein		
g013503	GCF_000167875:NZ_AAJW02000075.1:223-717	GCF_000167875:DFDALBME_00189	Endonuclease YhcR	3.1.31.-	
g013504	GCF_000167875:NZ_AAJW02000075.1:5014-5478	GCF_000167875:DFDALBME_00193	DNA-binding protein H-NS		
g013505	GCF_000167875:NZ_AAJW02000075.1:6795-7619	GCF_000167875:DFDALBME_00195	Tyrosine recombinase XerD		
g013506	GCF_000167875:NZ_AAJW02000075.1:799-2061	GCF_000167875:DFDALBME_00190	putative ATPase YjoB	3.-.-.-	
g013507	GCF_000167875:NZ_AAJW02000076.1:53-844	GCF_000167875:DFDALBME_00180	Enolase	4.2.1.11	
g013508	GCF_000167875:NZ_AAJW02000076.1:7892-7119	GCF_000167875:DFDALBME_00188	Autoinducer-2 kinase	2.7.1.189	
g013509	GCF_000167875:NZ_AAJW02000076.1:970-1926	GCF_000167875:DFDALBME_00181	hypothetical protein		
g013510	GCF_000167875:NZ_AAJW02000077.1:2503-3621	GCF_000167875:DFDALBME_00176	Type IV secretion system protein virB10		
g013511	GCF_000167875:NZ_AAJW02000077.1:33-404	GCF_000167875:DFDALBME_00171	hypothetical protein		
g013512	GCF_000167875:NZ_AAJW02000077.1:3623-4651	GCF_000167875:DFDALBME_00177	Type IV secretion system protein VirB11		
g013513	GCF_000167875:NZ_AAJW02000077.1:401-580	GCF_000167875:DFDALBME_00172	hypothetical protein		
g013514	GCF_000167875:NZ_AAJW02000077.1:6512-6931	GCF_000167875:DFDALBME_00179	hypothetical protein		
g013515	GCF_000167875:NZ_AAJW02000077.1:919-1605	GCF_000167875:DFDALBME_00174	Type IV secretion system protein virB8		
g013516	GCF_000167875:NZ_AAJW02000079.1:252-67	GCF_000167875:DFDALBME_00157	hypothetical protein		
g013517	GCF_000167875:NZ_AAJW02000079.1:4026-4277	GCF_000167875:DFDALBME_00163	hypothetical protein		
g013518	GCF_000167875:NZ_AAJW02000079.1:4695-4967	GCF_000167875:DFDALBME_00165	hypothetical protein		
g013519	GCF_000167875:NZ_AAJW02000079.1:5255-5986	GCF_000167875:DFDALBME_00166	hypothetical protein		
g013520	GCF_000167875:NZ_AAJW02000079.1:713-916	GCF_000167875:DFDALBME_00159	hypothetical protein		
g013521	GCF_000167875:NZ_AAJW02000080.1:1047-2276	GCF_000167875:DFDALBME_00151	hypothetical protein		
g013522	GCF_000167875:NZ_AAJW02000080.1:3035-3211	GCF_000167875:DFDALBME_00154	hypothetical protein		
g013523	GCF_000167875:NZ_AAJW02000080.1:3214-3834	GCF_000167875:DFDALBME_00155	Type IV secretion system protein virB1		
g013524	GCF_000167875:NZ_AAJW02000080.1:546-1043	GCF_000167875:DFDALBME_00150	hypothetical protein		
g013525	GCF_000167875:NZ_AAJW02000081.1:173-415	GCF_000167875:DFDALBME_00139	hypothetical protein		
g013526	GCF_000167875:NZ_AAJW02000081.1:3197-3763	GCF_000167875:DFDALBME_00145	Surface presentation of antigens protein SpaS		
g013527	GCF_000167875:NZ_AAJW02000081.1:5173-5048	GCF_000167875:DFDALBME_00149	hypothetical protein		
g013528	GCF_000167875:NZ_AAJW02000083.1:1846-1595	GCF_000167875:DFDALBME_00121	hypothetical protein		
g013529	GCF_000167875:NZ_AAJW02000083.1:2908-2075	GCF_000167875:DFDALBME_00122	hypothetical protein		
g013530	GCF_000167875:NZ_AAJW02000083.1:3481-2930	GCF_000167875:DFDALBME_00123	hypothetical protein		
g013531	GCF_000167875:NZ_AAJW02000083.1:3777-3478	GCF_000167875:DFDALBME_00124	hypothetical protein		
g013532	GCF_000167875:NZ_AAJW02000083.1:4010-3783	GCF_000167875:DFDALBME_00125	hypothetical protein		
g013533	GCF_000167875:NZ_AAJW02000083.1:4233-4003	GCF_000167875:DFDALBME_00126	hypothetical protein		
g013534	GCF_000167875:NZ_AAJW02000083.1:4453-4223	GCF_000167875:DFDALBME_00127	hypothetical protein		
g013535	GCF_000167875:NZ_AAJW02000083.1:5101-4904	GCF_000167875:DFDALBME_00129	hypothetical protein		
g013536	GCF_000167875:NZ_AAJW02000083.1:5231-5410	GCF_000167875:DFDALBME_00130	hypothetical protein		
g013537	GCF_000167875:NZ_AAJW02000084.1:1698-1447	GCF_000167875:DFDALBME_00113	hypothetical protein		
g013538	GCF_000167875:NZ_AAJW02000084.1:2237-1695	GCF_000167875:DFDALBME_00114	hypothetical protein		
g013539	GCF_000167875:NZ_AAJW02000084.1:3341-3204	GCF_000167875:DFDALBME_00116	hypothetical protein		
g013540	GCF_000167875:NZ_AAJW02000084.1:449-84	GCF_000167875:DFDALBME_00110	hypothetical protein		
g013541	GCF_000167875:NZ_AAJW02000084.1:840-541	GCF_000167875:DFDALBME_00111	hypothetical protein		
g013542	GCF_000167875:NZ_AAJW02000085.1:3467-3610	GCF_000167875:DFDALBME_00108	hypothetical protein		
g013543	GCF_000167875:NZ_AAJW02000085.1:675-1163	GCF_000167875:DFDALBME_00107	hypothetical protein		
g013544	GCF_000167875:NZ_AAJW02000086.1:126-1307	GCF_000167875:DFDALBME_00103	hypothetical protein		
g013545	GCF_000167875:NZ_AAJW02000086.1:1540-3285	GCF_000167875:DFDALBME_00104	Colicin-E2	3.1.-.-	
g013546	GCF_000167875:NZ_AAJW02000086.1:3288-3548	GCF_000167875:DFDALBME_00105	Colicin-E2 immunity protein		
g013547	GCF_000167875:NZ_AAJW02000086.1:3610-3753	GCF_000167875:DFDALBME_00106	Lysis protein for colicin N		
