#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_002005805.1	PRJNA224116	SAMN06330391	MVGD00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM1530		latest	Contig	Major	Full	2017/02/23	ASM200580v1	University of Sao Paulo	GCA_002005805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/805/GCF_002005805.1_ASM200580v1		
GCF_002005815.1	PRJNA224116	SAMN06330390	MVGE00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM918		latest	Contig	Major	Full	2017/02/23	ASM200581v1	University of Sao Paulo	GCA_002005815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/815/GCF_002005815.1_ASM200581v1		
GCF_002005825.1	PRJNA224116	SAMN06330395	MVGG00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM1590		latest	Contig	Major	Full	2017/02/23	ASM200582v1	University of Sao Paulo	GCA_002005825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/825/GCF_002005825.1_ASM200582v1		
GCF_002005875.1	PRJNA224116	SAMN06330394	MVGF00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM1586		latest	Contig	Major	Full	2017/02/23	ASM200587v1	University of Sao Paulo	GCA_002005875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/875/GCF_002005875.1_ASM200587v1		
GCF_002005885.1	PRJNA224116	SAMN06330397	MVGH00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM4247		latest	Contig	Major	Full	2017/02/23	ASM200588v1	University of Sao Paulo	GCA_002005885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/885/GCF_002005885.1_ASM200588v1		
GCF_002005905.1	PRJNA224116	SAMN06330398	MVGI00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM4275		latest	Contig	Major	Full	2017/02/23	ASM200590v1	University of Sao Paulo	GCA_002005905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/905/GCF_002005905.1_ASM200590v1		
GCF_002005995.1	PRJNA224116	SAMN06330392	MVGO00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM1546		latest	Contig	Major	Full	2017/02/23	ASM200599v1	University of Sao Paulo	GCA_002005995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/995/GCF_002005995.1_ASM200599v1		
GCF_002006005.1	PRJNA224116	SAMN06330393	MVGP00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM1547		latest	Contig	Major	Full	2017/02/23	ASM200600v1	University of Sao Paulo	GCA_002006005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/005/GCF_002006005.1_ASM200600v1		
GCF_002006745.1	PRJNA224116	SAMN04902338	MEGX00000000.1	na	1352	1352	Enterococcus faecium	strain=D		latest	Scaffold	Major	Full	2017/02/24	ASM200674v1	IBT-UNAM	GCA_002006745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/745/GCF_002006745.1_ASM200674v1		
GCF_002007625.1	PRJNA224116	SAMN06186500		na	1352	1352	Enterococcus faecium	strain=2014-VREF-41		latest	Complete Genome	Major	Full	2017/02/28	ASM200762v1	Asia Pacific Foundation for Infectious Diseases (APFID)	GCA_002007625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/625/GCF_002007625.1_ASM200762v1		
GCF_002009635.1	PRJNA224116	SAMN06327204	MVEB00000000.1	na	1352	1352	Enterococcus faecium	strain=24-10		latest	Contig	Major	Full	2017/03/02	ASM200963v1	FSBSI Institute of the Experimental Medicine	GCA_002009635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/635/GCF_002009635.1_ASM200963v1		
GCF_002024245.1	PRJNA224116	SAMN06463381		na	1352	1352	Enterococcus faecium		2014-VREF-114	latest	Complete Genome	Major	Full	2017/03/09	ASM202424v1	Asia Pacific Foundation for Infectious Diseases (APFID)	GCA_002024245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/245/GCF_002024245.1_ASM202424v1		
GCF_002025045.1	PRJNA224116	SAMN06472830		na	1352	1352	Enterococcus faecium		2014-VREF-268	latest	Complete Genome	Major	Full	2017/03/13	ASM202504v1	Asia Pacific Foundation for Infectious Diseases (APFID)	GCA_002025045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/045/GCF_002025045.1_ASM202504v1		
GCF_002025065.1	PRJNA224116	SAMN06472829		na	1352	1352	Enterococcus faecium		2014-VREF-63	latest	Complete Genome	Major	Full	2017/03/13	ASM202506v1	Asia Pacific Foundation for Infectious Diseases (APFID)	GCA_002025065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/065/GCF_002025065.1_ASM202506v1		
GCF_002027475.1	PRJNA224116	SAMN06555612	MXAS00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM559		latest	Contig	Major	Full	2017/03/14	ASM202747v1	University of Sao Paulo	GCA_002027475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/475/GCF_002027475.1_ASM202747v1		
GCF_002027505.1	PRJNA224116	SAMN06555613	MXAT00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM695		latest	Contig	Major	Full	2017/03/14	ASM202750v1	University of Sao Paulo	GCA_002027505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/505/GCF_002027505.1_ASM202750v1		
GCF_002027515.1	PRJNA224116	SAMN06555614	MXAU00000000.1	na	1352	1352	Enterococcus faecium	strain=LIM699		latest	Contig	Major	Full	2017/03/14	ASM202751v1	University of Sao Paulo	GCA_002027515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/515/GCF_002027515.1_ASM202751v1		
GCF_002077585.1	PRJNA224116	SAMN05735021	MJDX00000000.1	na	1352	1352	Enterococcus faecium	strain=F1129F 09		latest	Contig	Major	Full	2017/04/03	ASM207758v1	Lethbridge Research Centre	GCA_002077585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/585/GCF_002077585.1_ASM207758v1		
GCF_002077625.1	PRJNA224116	SAMN05735022	MJDY00000000.1	na	1352	1352	Enterococcus faecium	strain=F1129D 110		latest	Contig	Major	Full	2017/04/03	ASM207762v1	Lethbridge Research Centre	GCA_002077625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/625/GCF_002077625.1_ASM207762v1		
GCF_002077915.1	PRJNA224116	SAMN05735023	MJDZ00000000.1	na	1352	1352	Enterococcus faecium	strain=F1213D 01		latest	Contig	Major	Full	2017/04/03	ASM207791v1	Lethbridge Research Centre	GCA_002077915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/915/GCF_002077915.1_ASM207791v1		
GCF_002119055.1	PRJNA224116	SAMN06850204	NETE00000000.1	na	1352	1352	Enterococcus faecium	strain=463-ANA		latest	Contig	Major	Full	2017/05/08	ASM211905v1	Children's Hospital of Philadelphia	GCA_002119055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/055/GCF_002119055.1_ASM211905v1		
GCF_002119065.1	PRJNA224116	SAMN06850205	NETD00000000.1	na	1352	1352	Enterococcus faecium	strain=463-AER		latest	Contig	Major	Full	2017/05/08	ASM211906v1	Children's Hospital of Philadelphia	GCA_002119065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/065/GCF_002119065.1_ASM211906v1		
GCF_002140215.1	PRJNA224116	SAMN04634052	NGMH00000000.1	na	1352	1352	Enterococcus faecium	strain=10B2_DIV0370		latest	Scaffold	Major	Full	2017/05/16	ASM214021v1	Broad Institute	GCA_002140215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/215/GCF_002140215.1_ASM214021v1		
GCF_002140235.1	PRJNA224116	SAMN04634051	NGMG00000000.1	na	1352	1352	Enterococcus faecium	strain=10E2_DIV0373		latest	Scaffold	Major	Full	2017/05/16	ASM214023v1	Broad Institute	GCA_002140235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/235/GCF_002140235.1_ASM214023v1		
GCF_002140255.1	PRJNA224116	SAMN04634054	NGMD00000000.1	na	1352	1352	Enterococcus faecium	strain=11B10_MSG5005		latest	Scaffold	Major	Full	2017/05/16	ASM214025v1	Broad Institute	GCA_002140255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/255/GCF_002140255.1_ASM214025v1		
GCF_002140295.1	PRJNA224116	SAMN04634057	NGMC00000000.1	na	1352	1352	Enterococcus faecium	strain=11B6_DIV0698		latest	Scaffold	Major	Full	2017/05/16	ASM214029v1	Broad Institute	GCA_002140295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/295/GCF_002140295.1_ASM214029v1		
GCF_002140315.1	PRJNA224116	SAMN04634036	NGMB00000000.1	na	1352	1352	Enterococcus faecium	strain=11C6_DIV0699		latest	Scaffold	Major	Full	2017/05/16	ASM214031v1	Broad Institute	GCA_002140315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/315/GCF_002140315.1_ASM214031v1		
GCF_002140375.1	PRJNA224116	SAMN04634039	NGMA00000000.1	na	1352	1352	Enterococcus faecium	strain=11F10_MSG5009		latest	Scaffold	Major	Full	2017/05/16	ASM214037v1	Broad Institute	GCA_002140375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/375/GCF_002140375.1_ASM214037v1		
GCF_002140385.1	PRJNA224116	SAMN04634035	NGMI00000000.1	na	1352	1352	Enterococcus faecium	strain=11F4_DIV0686		latest	Scaffold	Major	Full	2017/05/16	ASM214038v1	Broad Institute	GCA_002140385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/385/GCF_002140385.1_ASM214038v1		
GCF_002140415.1	PRJNA224116	SAMN04634055	NGML00000000.1	na	1352	1352	Enterococcus faecium	strain=11F9_MSG5001_a		latest	Scaffold	Major	Full	2017/05/16	ASM214041v1	Broad Institute	GCA_002140415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/415/GCF_002140415.1_ASM214041v1		
GCF_002140435.1	PRJNA224116	SAMN04634031	NGLW00000000.1	na	1352	1352	Enterococcus faecium	strain=1B12_DIV0542		latest	Scaffold	Major	Full	2017/05/16	ASM214043v1	Broad Institute	GCA_002140435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/435/GCF_002140435.1_ASM214043v1		
GCF_002140455.1	PRJNA224116	SAMN04634014	NGLX00000000.1	na	1352	1352	Enterococcus faecium	strain=1A3_DIV0608		latest	Scaffold	Major	Full	2017/05/16	ASM214045v1	Broad Institute	GCA_002140455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/455/GCF_002140455.1_ASM214045v1		
GCF_002140475.1	PRJNA224116	SAMN04634041	NGLV00000000.1	na	1352	1352	Enterococcus faecium	strain=1B3_DIV609		latest	Scaffold	Major	Full	2017/05/16	ASM214047v1	Broad Institute	GCA_002140475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/475/GCF_002140475.1_ASM214047v1		
GCF_002140515.1	PRJNA224116	SAMN04634011	NGLU00000000.1	na	1352	1352	Enterococcus faecium	strain=1C8_DIV0465		latest	Scaffold	Major	Full	2017/05/16	ASM214051v1	Broad Institute	GCA_002140515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/515/GCF_002140515.1_ASM214051v1		
GCF_002140535.1	PRJNA224116	SAMN04634040	NGLR00000000.1	na	1352	1352	Enterococcus faecium	strain=2B3_DIV0609		latest	Scaffold	Major	Full	2017/05/16	ASM214053v1	Broad Institute	GCA_002140535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/535/GCF_002140535.1_ASM214053v1		
GCF_002140555.1	PRJNA224116	SAMN04634030	NGLQ00000000.1	na	1352	1352	Enterococcus faecium	strain=2D4_DIV0473		latest	Scaffold	Major	Full	2017/05/16	ASM214055v1	Broad Institute	GCA_002140555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/555/GCF_002140555.1_ASM214055v1		
GCF_002140595.1	PRJNA224116	SAMN04634033	NGLM00000000.1	na	1352	1352	Enterococcus faecium	strain=2G6_DIV0578		latest	Scaffold	Major	Full	2017/05/16	ASM214059v1	Broad Institute	GCA_002140595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/595/GCF_002140595.1_ASM214059v1		
GCF_002140735.1	PRJNA224116	SAMN04634000	NGLD00000000.1	na	1352	1352	Enterococcus faecium	strain=5A12_DIV0114		latest	Scaffold	Major	Full	2017/05/16	ASM214073v1	Broad Institute	GCA_002140735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/735/GCF_002140735.1_ASM214073v1		
GCF_002140805.1	PRJNA224116	SAMN04634008	NGKZ00000000.1	na	1352	1352	Enterococcus faecium	strain=7C8_DIV0219		latest	Scaffold	Major	Full	2017/05/16	ASM214080v1	Broad Institute	GCA_002140805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/805/GCF_002140805.1_ASM214080v1		
GCF_002140865.1	PRJNA224116	SAMN04634009	NGKW00000000.1	na	1352	1352	Enterococcus faecium	strain=7H8_DIV0219		latest	Scaffold	Major	Full	2017/05/16	ASM214086v1	Broad Institute	GCA_002140865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/865/GCF_002140865.1_ASM214086v1		
GCF_002140895.1	PRJNA224116	SAMN04634025	NGKV00000000.1	na	1352	1352	Enterococcus faecium	strain=8E4_DIV03290		latest	Scaffold	Major	Full	2017/05/16	ASM214089v1	Broad Institute	GCA_002140895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/895/GCF_002140895.1_ASM214089v1		
GCF_002140955.1	PRJNA224116	SAMN04634086	NGKT00000000.1	na	1352	1352	Enterococcus faecium	strain=9B11__DIV0348		latest	Scaffold	Major	Full	2017/05/16	ASM214095v1	Broad Institute	GCA_002140955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/955/GCF_002140955.1_ASM214095v1		
GCF_002141005.1	PRJNA224116	SAMN04633993	NGMN00000000.1	na	1352	1352	Enterococcus faecium	strain=9G1_4859		latest	Scaffold	Major	Full	2017/05/16	ASM214100v1	Broad Institute	GCA_002141005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/005/GCF_002141005.1_ASM214100v1		
GCF_002141035.1	PRJNA224116	SAMN04634026	NGKR00000000.1	na	1352	1352	Enterococcus faecium	strain=9H1_DIV04860		latest	Scaffold	Major	Full	2017/05/16	ASM214103v1	Broad Institute	GCA_002141035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/035/GCF_002141035.1_ASM214103v1		
GCF_002141075.1	PRJNA224116	SAMN04634046	NGME00000000.1	na	1352	1352	Enterococcus faecium	strain=10G4_DIV0391		latest	Scaffold	Major	Full	2017/05/16	ASM214107v1	Broad Institute	GCA_002141075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/075/GCF_002141075.1_ASM214107v1		
GCF_002141115.1	PRJNA224116	SAMN04634038	NGMK00000000.1	na	1352	1352	Enterococcus faecium	strain=11F9_MSG5001		latest	Scaffold	Major	Full	2017/05/16	ASM214111v1	Broad Institute	GCA_002141115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/115/GCF_002141115.1_ASM214111v1		
GCF_002141125.1	PRJNA224116	SAMN04634059	NGMJ00000000.1	na	1352	1352	Enterococcus faecium	strain=11F4_DIV0686_a		latest	Scaffold	Major	Full	2017/05/16	ASM214112v1	Broad Institute	GCA_002141125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/125/GCF_002141125.1_ASM214112v1		
GCF_002141135.1	PRJNA224116	SAMN04634012	NGLT00000000.1	na	1352	1352	Enterococcus faecium	strain=1D8_DIV0466		latest	Scaffold	Major	Full	2017/05/16	ASM214113v1	Broad Institute	GCA_002141135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/135/GCF_002141135.1_ASM214113v1		
GCF_002141175.1	PRJNA224116	SAMN04634013	NGLS00000000.1	na	1352	1352	Enterococcus faecium	strain=1F1_DIV0518		latest	Scaffold	Major	Full	2017/05/16	ASM214117v1	Broad Institute	GCA_002141175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/175/GCF_002141175.1_ASM214117v1		
GCF_002141195.1	PRJNA224116	SAMN04634073	NGLP00000000.1	na	1352	1352	Enterococcus faecium	strain=2E6_DIV0576		latest	Scaffold	Major	Full	2017/05/16	ASM214119v1	Broad Institute	GCA_002141195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/195/GCF_002141195.1_ASM214119v1		
GCF_002141255.1	PRJNA224116	SAMN04634072	NGLO00000000.1	na	1352	1352	Enterococcus faecium	strain=2F7_DIV0583		latest	Scaffold	Major	Full	2017/05/16	ASM214125v1	Broad Institute	GCA_002141255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/255/GCF_002141255.1_ASM214125v1		
GCF_002141335.1	PRJNA224116	SAMN04634003	NGLB00000000.1	na	1352	1352	Enterococcus faecium	strain=6F2_DIV0138		latest	Scaffold	Major	Full	2017/05/16	ASM214133v1	Broad Institute	GCA_002141335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/335/GCF_002141335.1_ASM214133v1		
GCF_002141355.1	PRJNA224116	SAMN04634004	NGLA00000000.1	na	1352	1352	Enterococcus faecium	strain=6H2_DIV0141		latest	Scaffold	Major	Full	2017/05/16	ASM214135v1	Broad Institute	GCA_002141355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/355/GCF_002141355.1_ASM214135v1		
GCF_002141435.1	PRJNA224116	SAMN04634027	NGKS00000000.1	na	1352	1352	Enterococcus faecium	strain=9B2_DIV04862		latest	Scaffold	Major	Full	2017/05/16	ASM214143v1	Broad Institute	GCA_002141435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/141/435/GCF_002141435.1_ASM214143v1		
GCF_002158215.1	PRJNA224116	SAMN05413856	MSIB00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC11		latest	Contig	Major	Full	2017/05/22	ASM215821v1	Intermountain Healthcare	GCA_002158215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/215/GCF_002158215.1_ASM215821v1		
GCF_002158245.1	PRJNA224116	SAMN05413858	MSID00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC13		latest	Contig	Major	Full	2017/05/22	ASM215824v1	Intermountain Healthcare	GCA_002158245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/245/GCF_002158245.1_ASM215824v1		
GCF_002158275.1	PRJNA224116	SAMN05413846	MSHS00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC1		latest	Scaffold	Major	Full	2017/05/22	ASM215827v1	Intermountain Healthcare	GCA_002158275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/275/GCF_002158275.1_ASM215827v1		
GCF_002158285.1	PRJNA224116	SAMN05413847	MSHR00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC2		latest	Scaffold	Major	Full	2017/05/22	ASM215828v1	Intermountain Healthcare	GCA_002158285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/285/GCF_002158285.1_ASM215828v1		
GCF_002158295.1	PRJNA224116	SAMN05413849	MSHU00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC4		latest	Scaffold	Major	Full	2017/05/22	ASM215829v1	Intermountain Healthcare	GCA_002158295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/295/GCF_002158295.1_ASM215829v1		
GCF_002158325.1	PRJNA224116	SAMN05413850	MSHV00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC5		latest	Scaffold	Major	Full	2017/05/22	ASM215832v1	Intermountain Healthcare	GCA_002158325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/325/GCF_002158325.1_ASM215832v1		
GCF_002158355.1	PRJNA224116	SAMN05413853	MSHY00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC8		latest	Scaffold	Major	Full	2017/05/22	ASM215835v1	Intermountain Healthcare	GCA_002158355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/355/GCF_002158355.1_ASM215835v1		
GCF_002158365.1	PRJNA224116	SAMN05413854	MSHZ00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC9		latest	Scaffold	Major	Full	2017/05/22	ASM215836v1	Intermountain Healthcare	GCA_002158365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/365/GCF_002158365.1_ASM215836v1		
GCF_002158375.1	PRJNA224116	SAMN05413852	MSHX00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC7		latest	Scaffold	Major	Full	2017/05/22	ASM215837v1	Intermountain Healthcare	GCA_002158375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/375/GCF_002158375.1_ASM215837v1		
GCF_002158385.1	PRJNA224116	SAMN05413851	MSHW00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC6		latest	Scaffold	Major	Full	2017/05/22	ASM215838v1	Intermountain Healthcare	GCA_002158385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/385/GCF_002158385.1_ASM215838v1		
GCF_002158435.1	PRJNA224116	SAMN05413855	MSIA00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC10		latest	Scaffold	Major	Full	2017/05/22	ASM215843v1	Intermountain Healthcare	GCA_002158435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/435/GCF_002158435.1_ASM215843v1		
GCF_002158445.1	PRJNA224116	SAMN05413857	MSIC00000000.1	na	1352	1352	Enterococcus faecium	strain=IHC12		latest	Scaffold	Major	Full	2017/05/22	ASM215844v1	Intermountain Healthcare	GCA_002158445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/445/GCF_002158445.1_ASM215844v1		
GCF_002174355.1	PRJNA224116	SAMN04634005	NIBO00000000.1	na	1352	1352	Enterococcus faecium	strain=6E3_DIV0147		latest	Scaffold	Major	Full	2017/06/06	ASM217435v1	Broad Institute	GCA_002174355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/174/355/GCF_002174355.1_ASM217435v1		
GCF_002174435.1	PRJNA224116	SAMN04634044	NIBJ00000000.1	na	1352	1352	Enterococcus faecium	strain=10E8_DIV0421		latest	Scaffold	Major	Full	2017/06/06	ASM217443v1	Broad Institute	GCA_002174435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/174/435/GCF_002174435.1_ASM217443v1		
GCF_002174445.1	PRJNA224116	SAMN04634071	NIBM00000000.1	na	1352	1352	Enterococcus faecium	strain=2H7_DIV0585		latest	Scaffold	Major	Full	2017/06/06	ASM217444v1	Broad Institute	GCA_002174445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/174/445/GCF_002174445.1_ASM217444v1		
GCF_002216245.1	PRJNA224116	SAMN04634047	NKCM00000000.1	na	1352	1352	Enterococcus faecium	strain=10D4_DIV0388		latest	Scaffold	Major	Full	2017/07/10	ASM221624v1	Broad Institute	GCA_002216245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/245/GCF_002216245.1_ASM221624v1		
GCF_002233655.1	PRJNA224116	SAMN07326818	NKYP00000000.1	na	1352	1352	Enterococcus faecium	strain=ICBEf1B		latest	Contig	Major	Full	2017/07/26	ASM223365v1	University of Sao Paulo	GCA_002233655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/233/655/GCF_002233655.1_ASM223365v1		
GCF_002260625.1	PRJNA224116	SAMN07274325	NLCT00000000.1	na	1352	1352	Enterococcus faecium	strain=VRE2016-194		latest	Contig	Major	Full	2017/08/21	VRE2016-194	University of Pittsburgh School of Medicine	GCA_002260625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/260/625/GCF_002260625.1_VRE2016-194		
GCF_002260765.1	PRJNA224116	SAMN07274322	NLCQ00000000.1	na	1352	1352	Enterococcus faecium	strain=VRE2014-195		latest	Contig	Major	Full	2017/08/21	VRE2014-195	University of Pittsburgh School of Medicine	GCA_002260765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/260/765/GCF_002260765.1_VRE2014-195		
GCF_002260775.1	PRJNA224116	SAMN07274321	NLCP00000000.1	na	1352	1352	Enterococcus faecium	strain=VRE2014-7		latest	Contig	Major	Full	2017/08/21	VRE2014-7	University of Pittsburgh School of Medicine	GCA_002260775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/260/775/GCF_002260775.1_VRE2014-7		
GCF_002260815.1	PRJNA224116	SAMN07274323	NLCR00000000.1	na	1352	1352	Enterococcus faecium	strain=VRE2015-149		latest	Contig	Major	Full	2017/08/21	VRE2015-149	University of Pittsburgh School of Medicine	GCA_002260815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/260/815/GCF_002260815.1_VRE2015-149		
GCF_002260825.1	PRJNA224116	SAMN07274324	NLCS00000000.1	na	1352	1352	Enterococcus faecium	strain=VRE2016-78		latest	Contig	Major	Full	2017/08/21	VRE2016-78	University of Pittsburgh School of Medicine	GCA_002260825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/260/825/GCF_002260825.1_VRE2016-78		
