assembly_accession	Description	Phylogroup	#Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level	RefSeq FTP	GenBank FTP	taxid	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	isComplete	isContamination	isHeterogeneity
GCF_001886575.1	Escherichia coli strain MRSN346355, complete genome	A	Escherichia coli	MRSN346355	19668	SAMN06029896 	PRJNA353939	Proteobacteria	Gammaproteobacteria	5.11435	50.7366	chromosome:NZ_CP018121.1/CP018121.1; plasmid pMRSN346355_120.3:NZ_CP018122.1/CP018122.1; plasmid pMRSN346355_5.3:NZ_CP018126.1/CP018126.1; plasmid pMRSN346355_61.1:NZ_CP018125.1/CP018125.1; plasmid pMRSN346355_65.5:NZ_CP018124.1/CP018124.1; plasmid pMRSN346355_67.9:NZ_CP018123.1/CP018123.1	-	6	5332	4928	2016-11-28	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/575/GCF_001886575.1_ASM188657v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/575/GCA_001886575.1_ASM188657v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.1	0	5114354	0	6	6	4794148	4794148	852392	852392	4794148	4794148	50.8	3.34	87.58	11	4814	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001886755.1	Escherichia coli strain MRSN346595, complete genome	A	Escherichia coli	MRSN346595	19668	SAMN06029894 	PRJNA353939	Proteobacteria	Gammaproteobacteria	5.11663	50.7375	chromosome:NZ_CP018109.1/CP018109.1; plasmid pMRSN346595_120.3:NZ_CP018110.1/CP018110.1; plasmid pMRSN346595_5.3:NZ_CP018114.1/CP018114.1; plasmid pMRSN346595_62.2:NZ_CP018113.1/CP018113.1; plasmid pMRSN346595_64.5:NZ_CP018112.1/CP018112.1; plasmid pMRSN346595_67.9:NZ_CP018111.1/CP018111.1	-	6	5333	4927	2016-11-28	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/755/GCF_001886755.1_ASM188675v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/755/GCA_001886755.1_ASM188675v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.1	0	5116627	0	6	6	4796421	4796421	852771	852771	4796421	4796421	50.8	3.32	87.58	11	4818	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001890225.1	Escherichia coli strain 272, complete genome	E	Escherichia coli	272	19668	SAMN05544766 	PRJNA336330	Proteobacteria	Gammaproteobacteria	5.56836	50.456	chromosome:NZ_CP018239.1/CP018239.1; plasmid pO157:NZ_CP018240.1/CP018240.1	-	2	5926	5488	2016-12-07	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/225/GCF_001890225.1_ASM189022v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/225/GCA_001890225.1_ASM189022v1	562	f__Enterobacteriaceae (UID5124)	134	1172	336	99.87	0.33	0	5568363	0	2	2	5474193	5474193	2784181	2784181	5474193	5474193	50.4	1.8	87.41	11	5343	2	1168	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001890245.1	Escherichia coli strain 472, complete genome	E	Escherichia coli	472	19668	SAMN05544767 	PRJNA336330	Proteobacteria	Gammaproteobacteria	5.60887	50.4575	chromosome:NZ_CP018245.1/CP018245.1; plasmid pO157:NZ_CP018246.1/CP018246.1	-	2	5996	5526	2016-12-07	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/245/GCF_001890245.1_ASM189024v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/245/GCA_001890245.1_ASM189024v1	562	f__Enterobacteriaceae (UID5124)	134	1172	336	99.92	0.33	0	5608872	0	2	2	5513531	5513531	2804436	2804436	5513531	5513531	50.5	1.74	87.34	11	5413	2	1168	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001890265.1	Escherichia coli strain 350, complete genome	E	Escherichia coli	350	19668	SAMN05544765 	PRJNA336330	Proteobacteria	Gammaproteobacteria	5.50434	50.4546	chromosome:NZ_CP018243.1/CP018243.1; plasmid pO157:NZ_CP018244.1/CP018244.1	-	2	5817	5407	2016-12-07	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/265/GCF_001890265.1_ASM189026v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/265/GCA_001890265.1_ASM189026v1	562	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5504345	0	2	2	5411823	5411823	2752172	2752172	5411823	5411823	50.5	1.89	87.41	11	5240	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001890285.1	Escherichia coli strain 9000, complete genome	E	Escherichia coli	9000	19668	SAMN05544760 	PRJNA336330	Proteobacteria	Gammaproteobacteria	5.61173	50.4593	chromosome:NZ_CP018252.1/CP018252.1; plasmid pO157:NZ_CP018253.1/CP018253.1	-	2	6009	5568	2016-12-07	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/285/GCF_001890285.1_ASM189028v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/285/GCA_001890285.1_ASM189028v1	562	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5611726	0	2	2	5516497	5516497	2805863	2805863	5516497	5516497	50.5	1.72	87.4	11	5413	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001890305.1	Escherichia coli strain 7784, complete genome	E	Escherichia coli	7784	19668	SAMN05544762 	PRJNA336330	Proteobacteria	Gammaproteobacteria	5.46206	50.4532	chromosome:NZ_CP018247.1/CP018247.1; plasmid pO157:NZ_CP018248.1/CP018248.1	-	2	5798	5363	2016-12-07	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/305/GCF_001890305.1_ASM189030v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/305/GCA_001890305.1_ASM189030v1	562	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5462063	0	2	2	5370710	5370710	2731031	2731031	5370710	5370710	50.5	1.97	87.37	11	5228	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001890325.1	Escherichia coli strain 319, complete genome	E	Escherichia coli	319	19668	SAMN05544768 	PRJNA336330	Proteobacteria	Gammaproteobacteria	5.56738	50.4551	chromosome:NZ_CP018241.1/CP018241.1; plasmid pO157:NZ_CP018242.1/CP018242.1	-	2	5896	5455	2016-12-07	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/325/GCF_001890325.1_ASM189032v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/325/GCA_001890325.1_ASM189032v1	562	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5567385	0	2	2	5474890	5474890	2783692	2783692	5474890	5474890	50.5	1.89	87.34	11	5300	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001890345.1	Escherichia coli strain 10671, complete genome	E	Escherichia coli	10671	19668	SAMN05544761 	PRJNA336330	Proteobacteria	Gammaproteobacteria	5.52054	50.4568	chromosome:NZ_CP018250.1/CP018250.1; plasmid pO157:NZ_CP018251.1/CP018251.1	-	2	5868	5443	2016-12-07	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/345/GCF_001890345.1_ASM189034v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/345/GCA_001890345.1_ASM189034v1	562	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5520540	0	2	2	5428751	5428751	2760270	2760270	5428751	5428751	50.5	1.82	87.48	11	5300	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001890365.1	Escherichia coli strain MRSN346647, complete genome	D	Escherichia coli	MRSN346647	19668	SAMN06067968 	PRJNA353939	Proteobacteria	Gammaproteobacteria	5.15861	50.6323	chromosome:NZ_CP018206.1/CP018206.1; plasmid pMRSN346647_113.1:NZ_CP018207.1/CP018207.1; plasmid pMRSN346647_4.1:NZ_CP018208.1/CP018208.1	-	3	5269	4918	2016-12-07	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/365/GCF_001890365.1_ASM189036v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/365/GCA_001890365.1_ASM189036v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.19	0	5158613	0	3	3	5041399	5041399	1719537	1719537	5041399	5041399	50.6	0.98	87.86	11	4767	3	1200	4	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900295.1	Escherichia coli strain C1, complete genome	D	Escherichia coli	C1	19668	SAMN03252409 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.84302	50.5	chromosome:NZ_CP010116.1/CP010116.1	-	1	4900	4597	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/295/GCF_001900295.1_ASM190029v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/295/GCA_001900295.1_ASM190029v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	97.18	0.19	0	4843023	0	1	1	4843023	4843023	4843023	4843023	4843023	4843023	50.5	0	88.13	11	4454	26	1177	4	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900315.1	Escherichia coli strain C4, complete genome	D	Escherichia coli	C4	19668	SAMN03252412 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.99048	50.6	chromosome:NZ_CP010121.1/CP010121.1	-	1	5050	4779	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/315/GCF_001900315.1_ASM190031v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/315/GCA_001900315.1_ASM190031v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.07	0	4990476	0	1	1	4990476	4990476	4990476	4990476	4990476	4990476	50.6	0	88.35	11	4579	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900335.1	Escherichia coli strain C10, complete genome	B1	Escherichia coli	C10	19668	SAMN03252417 	PRJNA269191	Proteobacteria	Gammaproteobacteria	5.02169	50.8	chromosome:NZ_CP010132.1/CP010132.1	-	1	5116	4793	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/335/GCF_001900335.1_ASM190033v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/335/GCA_001900335.1_ASM190033v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.21	0	5021692	0	1	1	5021692	5021692	5021692	5021692	5021692	5021692	50.8	0	87.76	11	4647	3	1199	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900395.1	Escherichia coli strain D8, complete genome	B2	Escherichia coli	D8	19668	SAMN03252426 	PRJNA269191	Proteobacteria	Gammaproteobacteria	5.13065	50.4	chromosome:NZ_CP010151.1/CP010151.1	-	1	5249	4904	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/395/GCF_001900395.1_ASM190039v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/395/GCA_001900395.1_ASM190039v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.87	0.08	0	5130646	0	1	1	5130646	5130646	5130646	5130646	5130646	5130646	50.4	0	87.39	11	4726	2	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900415.1	Escherichia coli strain H5, complete genome	A	Escherichia coli	H5	19668	SAMN03252432 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.83323	50.7	chromosome:NZ_CP010169.1/CP010169.1	-	1	4935	4616	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/415/GCF_001900415.1_ASM190041v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/415/GCA_001900415.1_ASM190041v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	1.06	12.5	4833228	0	1	1	4833228	4833228	4833228	4833228	4833228	4833228	50.7	0	87.85	11	4491	3	1196	8	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900435.1	Escherichia coli strain H6, complete genome	A	Escherichia coli	H6	19668	SAMN03252433 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.83257	50.7	chromosome:NZ_CP010170.1/CP010170.1	-	1	4929	4615	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/435/GCF_001900435.1_ASM190043v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/435/GCA_001900435.1_ASM190043v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	1.06	12.5	4832567	0	1	1	4832567	4832567	4832567	4832567	4832567	4832567	50.7	0	87.89	11	4492	3	1196	8	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900455.1	Escherichia coli strain H7, complete genome	A	Escherichia coli	H7	19668	SAMN03252434 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.80716	50.8	chromosome:NZ_CP010171.1/CP010171.1	-	1	4907	4560	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/455/GCF_001900455.1_ASM190045v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/455/GCA_001900455.1_ASM190045v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.06	0	4807161	0	1	1	4807161	4807161	4807161	4807161	4807161	4807161	50.8	0	87.81	11	4489	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900475.1	Escherichia coli strain H10, complete genome	B1	Escherichia coli	H10	19668	SAMN03252436 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.80516	50.8	chromosome:NZ_CP010176.1/CP010176.1	-	1	4900	4619	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/475/GCF_001900475.1_ASM190047v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/475/GCA_001900475.1_ASM190047v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	4805164	0	1	1	4805164	4805164	4805164	4805164	4805164	4805164	50.8	0	88.06	11	4420	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900495.1	Escherichia coli strain C2, complete genome	B1	Escherichia coli	C2	19668	SAMN03252410 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.81824	50.7082	chromosome:NZ_CP010117.1/CP010117.1; plasmid A:NZ_CP010118.1/CP010118.1	-	2	4924	4653	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/495/GCF_001900495.1_ASM190049v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/495/GCA_001900495.1_ASM190049v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	4818237	0	2	2	4809836	4809836	2409118	2409118	4809836	4809836	50.7	3.31	88.11	11	4482	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900515.1	Escherichia coli strain C3, complete genome	B1	Escherichia coli	C3	19668	SAMN03252411 	PRJNA269191	Proteobacteria	Gammaproteobacteria	5.41327	50.5871	chromosome:NZ_CP010119.1/CP010119.1; plasmid A:NZ_CP010120.1/CP010120.1	-	2	5753	5368	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/515/GCF_001900515.1_ASM190051v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/515/GCA_001900515.1_ASM190051v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.31	0	5413266	0	2	2	5349582	5349582	2706633	2706633	5349582	5349582	50.6	0.76	87.6	11	5244	3	1198	6	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900535.1	Escherichia coli strain C5, complete genome	B1	Escherichia coli	C5	19668	SAMN03252413 	PRJNA269191	Proteobacteria	Gammaproteobacteria	5.63396	50.4797	chromosome:NZ_CP010122.1/CP010122.1; plasmid A:NZ_CP010123.1/CP010123.1; plasmid B:NZ_CP010124.1/CP010124.1	-	3	5922	5485	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/535/GCF_001900535.1_ASM190053v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/535/GCA_001900535.1_ASM190053v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.22	0	5633965	0	3	3	5333488	5333488	1877988	1877988	5333488	5333488	50.4	1.61	86.99	11	5430	3	1199	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900555.1	Escherichia coli strain C8, complete genome	C	Escherichia coli	C8	19668	SAMN03252415 	PRJNA269191	Proteobacteria	Gammaproteobacteria	5.09612	50.6302	chromosome:NZ_CP010125.1/CP010125.1; plasmid A:NZ_CP010126.1/CP010126.1; plasmid B:NZ_CP010127.1/CP010127.1; plasmid C:NZ_CP010128.1/CP010128.1	-	4	5233	4883	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/555/GCF_001900555.1_ASM190055v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/555/GCA_001900555.1_ASM190055v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	1.02	12.5	5096119	0	4	4	4901865	4901865	1274029	1274029	4901865	4901865	50.7	5.76	87.58	11	4748	3	1196	8	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900575.1	Escherichia coli strain C9, complete genome	A	Escherichia coli	C9	19668	SAMN03252416 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.67746	50.8447	chromosome:NZ_CP010129.1/CP010129.1; plasmid A:NZ_CP010130.1/CP010130.1; plasmid B:NZ_CP010131.1/CP010131.1	-	3	4879	4420	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/575/GCF_001900575.1_ASM190057v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/575/GCA_001900575.1_ASM190057v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.08	0	4677457	0	3	3	4527935	4527935	1559152	1559152	4527935	4527935	50.9	1.61	87.66	11	4425	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900615.1	Escherichia coli strain D2, complete genome	A	Escherichia coli	D2	19668	SAMN03252420 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.87691	50.7008	chromosome:NZ_CP010137.1/CP010137.1; plasmid A:NZ_CP010138.1/CP010138.1; plasmid B:NZ_CP010139.1/CP010139.1	-	3	5034	4684	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/615/GCF_001900615.1_ASM190061v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/615/GCA_001900615.1_ASM190061v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.17	0	4876911	0	3	3	4765647	4765647	1625637	1625637	4765647	4765647	50.7	3.65	87.44	11	4550	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900635.1	Escherichia coli strain D3, complete genome	C	Escherichia coli	D3	19668	SAMN03252421 	PRJNA269191	Proteobacteria	Gammaproteobacteria	5.23617	50.6627	chromosome:NZ_CP010140.1/CP010140.1; plasmid A:NZ_CP010141.1/CP010141.1; plasmid B:NZ_CP010142.1/CP010142.1	-	3	5484	5119	2016-12-12	2017-03-02	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/635/GCF_001900635.1_ASM190063v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/635/GCA_001900635.1_ASM190063v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.26	0	5236169	0	3	3	4971154	4971154	1745389	1745389	4971154	4971154	50.7	0.69	87.71	11	4947	3	1201	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900815.1	Escherichia coli strain H3, complete genome	B1	Escherichia coli	H3	19668	SAMN03252431 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.67916	50.7938	chromosome:NZ_CP010167.1/CP010167.1; plasmid A:NZ_CP010168.1/CP010168.1	-	2	4797	4502	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/815/GCF_001900815.1_ASM190081v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/815/GCA_001900815.1_ASM190081v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	4679162	0	2	2	4630919	4630919	2339581	2339581	4630919	4630919	50.8	0.45	87.69	11	4328	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900835.1	Escherichia coli strain H8, complete genome	A	Escherichia coli	H8	19668	SAMN03252435 	PRJNA269191	Proteobacteria	Gammaproteobacteria	5.13721	50.6887	chromosome:NZ_CP010172.1/CP010172.1; plasmid A:NZ_CP010173.1/CP010173.1; plasmid B:NZ_CP010174.1/CP010174.1; plasmid C:NZ_CP010175.1/CP010175.1	-	4	5318	4918	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/835/GCF_001900835.1_ASM190083v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/835/GCA_001900835.1_ASM190083v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.93	0.42	0	5137208	0	4	4	4929892	4929892	1284302	1284302	4929892	4929892	50.7	1.94	87.13	11	4800	2	1199	6	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900885.1	Escherichia coli strain H14, complete genome	B1	Escherichia coli	H14	19668	SAMN03252437 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.73549	50.8	chromosome:NZ_CP010177.1/CP010177.1	-	1	4810	4539	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/885/GCF_001900885.1_ASM190088v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/885/GCA_001900885.1_ASM190088v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	4735489	0	1	1	4735489	4735489	4735489	4735489	4735489	4735489	50.8	0	88.23	11	4361	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900905.1	Escherichia coli strain S3, complete genome	A	Escherichia coli	S3	19668	SAMN03252450 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.63237	50.7	chromosome:NZ_CP010228.1/CP010228.1	-	1	4773	4480	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/905/GCF_001900905.1_ASM190090v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/905/GCA_001900905.1_ASM190090v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	4632368	0	1	1	4632368	4632368	4632368	4632368	4632368	4632368	50.7	0	87.75	11	4302	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900925.1	Escherichia coli strain S21, complete genome	B1	Escherichia coli	S21	19668	SAMN03252452 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.73362	50.8	chromosome:NZ_CP010230.1/CP010230.1	-	1	4809	4541	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/925/GCF_001900925.1_ASM190092v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/925/GCA_001900925.1_ASM190092v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	4733615	0	1	1	4733615	4733615	4733615	4733615	4733615	4733615	50.8	0	88.23	11	4353	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900965.1	Escherichia coli strain S42, complete genome	B1	Escherichia coli	S42	19668	SAMN03252455 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.83881	50.9	chromosome:NZ_CP010236.1/CP010236.1	-	1	4937	4646	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/965/GCF_001900965.1_ASM190096v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/965/GCA_001900965.1_ASM190096v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	4838808	0	1	1	4838808	4838808	4838808	4838808	4838808	4838808	50.9	0	88.09	11	4480	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001900985.1	Escherichia coli strain S43, complete genome	A	Escherichia coli	S43	19668	SAMN03252456 	PRJNA269191	Proteobacteria	Gammaproteobacteria	5.04371	50.6	chromosome:NZ_CP010237.1/CP010237.1	-	1	5145	4768	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/985/GCF_001900985.1_ASM190098v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/985/GCA_001900985.1_ASM190098v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.29	10	5043711	0	1	1	5043711	5043711	5043711	5043711	5043711	5043711	50.6	0	87.51	11	4688	1	1166	4	2	0	0	complete	non-contaminate	non-heterogeneity
GCF_001901005.1	Escherichia coli strain H15, complete genome	B1	Escherichia coli	H15	19668	SAMN03252438 	PRJNA269191	Proteobacteria	Gammaproteobacteria	4.85797	50.7976	chromosome:NZ_CP010178.1/CP010178.1; plasmid A:NZ_CP010179.1/CP010179.1	-	2	4959	4653	2016-12-12	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/005/GCF_001901005.1_ASM190100v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/005/GCA_001901005.1_ASM190100v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.93	0.5	0	4857969	0	2	2	4741552	4741552	2428984	2428984	4741552	4741552	50.8	0.07	88.2	11	4518	2	1200	5	0	0	0	complete	non-contaminate	non-heterogeneity
